,id,Brand,Type,CPUbrand,SSD,GPUbrand,RAM,OS,Touchscreen,Weight,Price,PPI
383,24,HP,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,105000,141.21199808219862
384,1,ASUS,Ultraportable,Intel,512 GB,NVIDIA,16,Windows,Yes,Medium,89990,157.3505121487356
385,2,DELL,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,38307,141.21199808219862
386,3,APPLE,Ultraportable,Others,256 GB,None,16,Mac,No,Light,112900,226.98300468106115
387,4,ACER,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Light,69990,141.21199808219862
388,5,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,75210,141.21199808219862
389,6,ASUS,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,109990,127.33567457123111
390,7,ASUS,Notebook,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,179990,188.67962264113208
391,8,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,109990,226.98300468106115
392,9,ACER,Notebook,AMD,256 GB,AMD,8,Windows,No,Heavy,26780,111.93520355955211
393,10,LENOVO,Notebook,Intel,512 GB,Intel,16,Windows,Yes,Heavy,102990,157.3505121487356
394,11,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,149900,224.5056083176765
395,12,ACER,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,117990,188.28266410959816
396,13,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,39990,157.3505121487356
397,14,APPLE,Ultraportable,Others,256 GB,None,8,Mac,No,Light,129900,226.98300468106115
398,15,ASUS,Gaming,AMD,1 TB,NVIDIA,32,Windows,Yes,Heavy,261990,188.67962264113208
399,16,ACER,Ultraportable,Intel,512 GB,Intel,8,Windows,Yes,Light,74999,157.3505121487356
400,17,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,40990,141.21199808219862
401,18,ACER,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,46040,157.3505121487356
402,19,ASUS,Ultraportable,Intel,512 GB,Intel,16,Windows,Yes,Medium,67590,141.21199808219862
403,20,ACER,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,61999,141.21199808219862
405,22,HP,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,50650,157.3505121487356
406,23,ASUS,Ultraportable,Intel,None,Intel,4,Windows,No,Light,21990,135.0942111925629
407,24,LENOVO,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Heavy,37000,146.86047800548656
408,1,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,56990,157.3505121487356
409,2,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,57500,141.21199808219862
410,3,LENOVO,Ultraportable,Intel,512 GB,NVIDIA,8,Windows,No,Light,95490,157.3505121487356
411,4,HP,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Medium,71999,141.21199808219862
412,5,ASUS,Ultraportable,Intel,512 GB,NVIDIA,8,Windows,No,Medium,51990,141.21199808219862
413,6,ASUS,Gaming,AMD,2 TB,NVIDIA,32,Windows,No,Heavy,361990,141.50971698084905
414,7,INFINIX,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,47490,157.3505121487356
415,8,DELL,Ultraportable,Intel,512 GB,NVIDIA,8,Windows,No,Light,57500,157.3505121487356
416,9,ASUS,Gaming,AMD,1 TB,AMD,16,Windows,Yes,Heavy,191990,188.67962264113208
417,10,ASUS,Notebook,Intel,None,Intel,4,Linux/Others,Yes,Light,20990,111.93520355955211
418,11,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,117900,226.98300468106115
419,12,ACER,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Light,147999,188.28266410959816
420,13,ACER,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,55990,141.21199808219862
421,14,ASUS,Gaming,AMD,2 TB,NVIDIA,32,Windows,No,Heavy,391990,188.67962264113208
422,15,ASUS,Gaming,AMD,1 TB,AMD,32,Windows,Yes,Light,171990,168.96682624578992
423,16,LENOVO,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,66490,141.21199808219862
424,17,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,70990,141.21199808219862
425,18,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,172990,188.67962264113208
426,19,ASUS,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,57490,141.21199808219862
427,20,ACER,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,51066,141.21199808219862
428,21,ASUS,Notebook,AMD,512 GB,AMD,8,Windows,No,Medium,59990,242.5880862528841
429,22,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,40990,157.3505121487356
430,23,LENOVO,Ultraportable,AMD,512 GB,AMD,16,Windows,Yes,Light,74990,165.6321180513006
431,24,APPLE,Ultraportable,Others,512 GB,None,8,Mac,No,Light,117900,226.98300468106115
432,1,ASUS,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,139990,141.50971698084905
433,2,ASUS,Ultraportable,Intel,512 GB,Intel,16,Windows,Yes,Light,114990,242.5880862528841
434,3,HP,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Medium,63900,141.21199808219862
435,4,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,42907,157.3505121487356
436,5,ASUS,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,144990,141.21199808219862
437,6,APPLE,Notebook,Intel,1 TB,AMD,16,Mac,No,Heavy,215990,226.4155471693585
438,7,DELL,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,99990,141.21199808219862
439,8,ASUS,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,104990,242.5880862528841
440,9,ASUS,Ultraportable,Intel,None,Intel,8,Windows,No,Medium,62490,111.93520355955211
441,10,DELL,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,49658,157.3505121487356
442,11,ASUS,Gaming,AMD,1 TB,AMD,16,Windows,Yes,Heavy,207990,188.67962264113208
443,12,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,44990,157.3505121487356
444,13,ASUS,Ultraportable,Intel,1 TB,Intel,16,Windows,Yes,Medium,169990,234.22297983037086
445,14,DELL,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,78990,141.21199808219862
446,15,HP,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,56499,157.3505121487356
447,16,LENOVO,Ultraportable,Intel,None,Intel,4,Linux/Others,Yes,Light,39990,157.3505121487356
448,17,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,59990,141.21199808219862
449,18,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,42043,157.3505121487356
450,19,ASUS,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,100106,141.21199808219862
452,21,ACER,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,66990,141.21199808219862
453,22,ASUS,Gaming,Intel,512 GB,Intel,16,Windows,No,Heavy,174990,188.67962264113208
454,23,ASUS,Notebook,Intel,1 TB,NVIDIA,32,Windows,No,Heavy,259990,283.0194339616981
455,24,ASUS,Gaming,AMD,1 TB,AMD,16,Windows,Yes,Light,151990,168.96682624578992
456,1,ASUS,Gaming,AMD,1 TB,AMD,16,Windows,Yes,Light,151990,168.96682624578992
457,2,DELL,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,40847,157.3505121487356
458,3,ASUS,Gaming,AMD,1 TB,NVIDIA,32,Windows,Yes,Light,177900,337.93365249157983
459,4,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,114990,188.28266410959816
460,5,ACER,Ultraportable,Intel,1 TB,Intel,16,Windows,Yes,Light,96938,157.3505121487356
461,6,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,70490,141.21199808219862
462,7,LENOVO,Gaming,Intel,256 GB,NVIDIA,8,Windows,No,Heavy,91999,141.21199808219862
463,8,ASUS,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,59990,141.21199808219862
464,9,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,166990,157.3505121487356
465,10,ASUS,Gaming,AMD,1 TB,NVIDIA,32,Windows,Yes,Light,167990,168.96682624578992
466,11,ASUS,Notebook,AMD,512 GB,NVIDIA,16,Windows,No,Medium,77990,141.21199808219862
467,12,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,129990,188.28266410959816
468,13,ACER,Ultraportable,Intel,512 GB,AMD,8,Windows,No,Light,99500,282.42399616439724
469,14,ASUS,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Light,92990,139.3666994768726
470,15,ASUS,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,99990,141.21199808219862
471,16,MSI,Gaming,AMD,1 TB,AMD,16,Windows,No,Heavy,101500,141.21199808219862
472,17,MSI,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Medium,63990,141.21199808219862
473,18,MSI,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,80490,157.3505121487356
474,19,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,43612,141.21199808219862
475,20,ASUS,Notebook,Intel,512 GB,Intel,16,Windows,No,Medium,48990,157.3505121487356
476,21,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,Yes,Light,147990,168.96682624578992
477,22,ASUS,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,36990,100.45466986113651
478,23,MSI,Gaming,Intel,2 TB,NVIDIA,32,Windows,No,Heavy,314990,169.78089942830815
479,24,ASUS,Ultraportable,Intel,None,NVIDIA,8,Linux/Others,No,Medium,69290,157.3505121487356
480,1,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,39990,157.3505121487356
481,2,LENOVO,Ultraportable,Intel,512 GB,NVIDIA,16,Windows,No,Light,70479,188.67962264113206
482,3,DELL,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,44147,141.21199808219862
483,4,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,79990,165.6321180513006
484,5,DELL,Notebook,AMD,512 GB,AMD,8,Windows,No,Medium,66218,141.21199808219862
485,6,ASUS,Notebook,AMD,1 TB,NVIDIA,16,Windows,No,Light,117999,242.5880862528841
486,7,LENOVO,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,53490,141.21199808219862
487,8,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,44590,141.21199808219862
488,9,ASUS,Gaming,Intel,1 TB,NVIDIA,8,Windows,No,Heavy,74990,141.21199808219862
490,11,ASUS,Notebook,Intel,None,Intel,4,Linux/Others,Yes,Medium,25990,141.21199808219862
491,12,HP,Notebook,Others,None,Others,8,Windows,No,Light,38990,157.3505121487356
492,13,ACER,Gaming,Intel,128 GB,NVIDIA,8,Windows,No,Heavy,129999,141.21199808219862
493,14,ACER,Notebook,Intel,256 GB,Intel,8,Windows,No,Medium,56034,157.3505121487356
494,15,ASUS,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,45590,141.21199808219862
495,16,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,135990,188.28266410959816
497,18,INFINIX,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,50990,157.3505121487356
498,19,ASUS,Notebook,Intel,None,Intel,4,Linux/Others,Yes,Light,24990,111.93520355955211
499,20,ASUS,Ultraportable,Intel,1 TB,Intel,16,Windows,Yes,Medium,104990,157.3505121487356
500,21,ASUS,Notebook,Intel,None,Intel,4,Linux/Others,No,Light,18200,135.0942111925629
501,22,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,54190,157.3505121487356
502,23,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,39990,157.3505121487356
503,24,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,35990,141.21199808219862
504,1,HP,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,101090,136.82653230324834
505,2,MSI,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,84990,141.21199808219862
506,3,ACER,Notebook,Intel,None,Intel,4,Linux/Others,No,Heavy,24780,100.45466986113651
507,4,LENOVO,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Heavy,23730,135.0942111925629
508,5,INFINIX,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,50990,157.3505121487356
509,6,ASUS,Ultraportable,Intel,None,Intel,8,Windows,No,Medium,32990,100.45466986113651
510,7,ASUS,Notebook,Intel,512 GB,Intel,16,Windows,Yes,Light,104990,165.6321180513006
511,8,MSI,Notebook,AMD,512 GB,AMD,8,Windows,No,Medium,52990,141.21199808219862
512,9,INFINIX,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,32990,157.3505121487356
513,10,ASUS,Notebook,Intel,512 GB,Intel,4,Windows,Yes,Light,46990,157.3505121487356
514,11,ASUS,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,34500,100.45466986113651
515,12,LENOVO,Gaming,AMD,256 GB,NVIDIA,8,Windows,No,Heavy,62490,141.21199808219862
516,13,HP,Notebook,AMD,None,AMD,8,Windows,No,Medium,33990,100.45466986113651
517,14,HP,Ultraportable,Intel,512 GB,Intel,16,Windows,Yes,Light,80490,157.3505121487356
518,15,HP,Ultraportable,Intel,None,Intel,8,Windows,No,Medium,40490,141.21199808219862
519,16,HP,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,132717,136.82653230324834
520,17,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,57000,141.21199808219862
521,18,ASUS,Gaming,AMD,1 TB,NVIDIA,8,Windows,No,Heavy,65990,141.21199808219862
522,19,HP,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,65980,157.3505121487356
523,20,LENOVO,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,52990,141.21199808219862
524,21,DELL,Ultraportable,AMD,None,AMD,8,Windows,No,Medium,39003,141.21199808219862
525,22,HP,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,121700,136.82653230324834
526,23,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,98990,127.33567457123111
527,24,ASUS,Ultraportable,AMD,256 GB,AMD,4,Windows,No,Medium,34500,141.21199808219862
528,1,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,207290,188.28266410959816
529,2,HP,Notebook,Intel,512 GB,None,16,Windows,No,Light,129990,267.07787225659183
530,3,DELL,Ultraportable,Intel,None,Intel,8,Windows,No,Light,42384,157.3505121487356
531,4,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,157990,188.28266410959816
532,5,ASUS,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,99990,132.705251209777
533,6,HP,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,29490,111.93520355955211
534,7,DELL,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,79890,141.21199808219862
535,8,ASUS,Ultraportable,Intel,1 TB,NVIDIA,16,Windows,Yes,Medium,104990,157.3505121487356
536,9,ASUS,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,55600,141.21199808219862
539,12,INFINIX,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,44990,157.3505121487356
540,13,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,130500,283.0194339616981
541,14,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,46990,141.21199808219862
542,15,MSI,Notebook,Intel,1 TB,NVIDIA,32,Windows,No,Heavy,229990,188.67962264113208
543,16,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Heavy,107990,141.21199808219862
544,17,DELL,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,101990,141.21199808219862
545,18,LENOVO,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,50990,157.3505121487356
546,19,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,Yes,Light,79990,165.6321180513006
547,20,HP,Notebook,AMD,512 GB,AMD,16,Windows,Yes,Light,83190,165.6321180513006
548,21,ACER,Notebook,Intel,512 GB,Intel,16,Windows,No,Medium,61920,141.21199808219862
549,22,LENOVO,Gaming,AMD,256 GB,NVIDIA,8,Windows,No,Heavy,82606,141.21199808219862
550,23,DELL,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,102990,141.21199808219862
551,1,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,80490,141.21199808219862
552,2,ASUS,Gaming,Intel,2 TB,NVIDIA,32,Windows,No,Heavy,331990,188.67962264113208
553,3,ACER,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,49699,141.21199808219862
554,4,MSI,Ultraportable,Intel,512 GB,NVIDIA,16,Windows,No,Light,104990,157.3505121487356
555,5,ASUS,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Light,78990,141.21199808219862
557,7,HP,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,69890,157.3505121487356
558,8,HP,Notebook,Intel,1 TB,None,16,Windows,No,Light,149990,267.07787225659183
559,9,DELL,Notebook,Intel,256 GB,Intel,4,Windows,Yes,Medium,46690,157.3505121487356
560,10,ACER,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,59990,157.3505121487356
561,11,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,59490,141.21199808219862
562,12,HP,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Light,30490,111.93520355955211
563,13,DELL,Notebook,Intel,256 GB,Intel,8,Windows,No,Light,44990,141.21199808219862
565,15,HP,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,155490,136.82653230324834
566,16,LENOVO,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,73990,145.1381712624093
567,17,DELL,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,86990,141.21199808219862
568,18,DELL,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,104990,141.21199808219862
569,19,ASUS,Ultraportable,AMD,512 GB,AMD,16,Windows,No,Medium,80990,141.21199808219862
570,20,DELL,Notebook,Intel,256 GB,Intel,4,Windows,No,Medium,39852,146.86047800548656
571,21,ASUS,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,64500,141.21199808219862
572,22,ASUS,Ultraportable,Intel,512 GB,NVIDIA,16,Windows,Yes,Medium,95990,157.3505121487356
573,23,HP,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,113690,136.82653230324834
574,24,HP,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,108689,136.82653230324834
576,2,ACER,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,134990,188.28266410959816
577,3,HP,Notebook,Intel,None,Intel,8,Windows,No,Heavy,48999,100.45466986113651
578,4,ASUS,Notebook,Intel,512 GB,Intel,16,Windows,No,Heavy,74990,141.21199808219862
580,6,LENOVO,Notebook,Intel,None,Intel,4,Linux/Others,Yes,Light,28490,135.0942111925629
581,7,ASUS,Notebook,Intel,None,Intel,4,Linux/Others,No,Light,22490,100.45466986113651
582,8,ASUS,Notebook,Intel,256 GB,Intel,16,Windows,No,Heavy,62990,127.33567457123111
583,9,ASUS,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Light,58990,157.3505121487356
584,10,DELL,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,71990,141.21199808219862
585,11,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,96090,136.82653230324834
586,12,HP,Ultraportable,Intel,None,Intel,4,Windows,No,Medium,29039,100.45466986113651
587,13,ASUS,Ultraportable,Intel,None,Intel,4,Windows,No,Medium,33990,100.45466986113651
588,14,LENOVO,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,57990,141.21199808219862
589,15,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,52499,141.21199808219862
590,16,LENOVO,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Medium,157990,183.5755975068582
591,17,ASUS,Gaming,AMD,1 TB,NVIDIA,32,Windows,Yes,Light,239990,337.93365249157983
592,18,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,59790,157.3505121487356
593,19,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,96579,136.82653230324834
595,21,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Light,35000,157.3505121487356
596,22,LENOVO,Notebook,Intel,256 GB,Intel,8,Windows,No,Light,38980,157.3505121487356
597,23,ASUS,Gaming,Intel,256 GB,NVIDIA,8,Windows,No,Heavy,57990,141.21199808219862
599,2,DELL,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,72990,141.21199808219862
600,3,MSI,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,259990,188.28266410959816
601,4,ACER,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,64990,209.8006828649808
602,5,HP,Notebook,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,131700,136.82653230324834
603,6,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,Yes,Light,109990,337.93365249157983
604,7,ASUS,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,94990,242.5880862528841
605,8,HP,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,54450,141.21199808219862
606,9,LENOVO,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,57500,141.21199808219862
607,10,ASUS,Notebook,Intel,512 GB,NVIDIA,16,Windows,No,Medium,92990,141.21199808219862
608,11,ASUS,Notebook,AMD,1 TB,NVIDIA,16,Windows,No,Medium,94990,141.21199808219862
609,12,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,76990,136.82653230324834
610,13,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,Yes,Heavy,191990,188.67962264113208
611,14,HP,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,92100,141.21199808219862
612,15,DELL,Gaming,AMD,512 GB,NVIDIA,16,Windows,No,Heavy,107990,141.21199808219862
613,16,HP,Notebook,AMD,None,AMD,8,Windows,No,Heavy,32661,141.21199808219862
614,17,ACER,Notebook,AMD,None,AMD,4,Windows,No,Heavy,34130,141.21199808219862
615,18,ACER,Gaming,Intel,1 TB,NVIDIA,16,Windows,No,Heavy,139990,141.21199808219862
616,19,MSI,Gaming,Intel,1 TB,NVIDIA,32,Windows,No,Heavy,214990,282.42399616439724
617,20,DELL,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,103990,141.21199808219862
618,21,ASUS,Notebook,Intel,1 TB,NVIDIA,32,Windows,Yes,Heavy,224990,282.42399616439724
619,22,LENOVO,Notebook,AMD,512 GB,AMD,8,Windows,No,Light,57989,141.21199808219862
620,23,LENOVO,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,117990,141.21199808219862
621,24,ASUS,Ultraportable,Intel,256 GB,NVIDIA,8,Windows,No,Light,79990,157.3505121487356
622,1,DELL,Gaming,Intel,512 GB,NVIDIA,16,Windows,No,Heavy,108990,141.21199808219862
623,2,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,45990,141.21199808219862
624,3,ASUS,Ultraportable,Intel,2 TB,Intel,16,Windows,No,Light,233990,157.3505121487356
625,4,DELL,Notebook,Intel,512 GB,NVIDIA,8,Windows,No,Light,71990,141.21199808219862
626,5,MSI,Gaming,Intel,1 TB,NVIDIA,32,Windows,No,Heavy,285990,188.28266410959816
627,6,LENOVO,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Medium,40200,141.21199808219862
628,7,LENOVO,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Light,31000,111.93520355955211
629,8,ASUS,Gaming,AMD,1 TB,NVIDIA,32,Windows,Yes,Light,136990,168.96682624578992
630,9,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Medium,66900,141.21199808219862
631,10,ASUS,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Light,99990,165.6321180513006
632,11,ASUS,Notebook,AMD,1 TB,NVIDIA,16,Windows,No,Medium,98590,141.21199808219862
633,12,MSI,Notebook,Intel,2 TB,NVIDIA,32,Windows,Yes,Heavy,309990,188.67962264113208
634,13,ASUS,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,85990,157.3505121487356
636,15,ASUS,Notebook,Intel,512 GB,Intel,8,Windows,No,Medium,53990,141.21199808219862
638,17,DELL,Ultraportable,AMD,512 GB,AMD,8,Windows,No,Medium,71000,141.21199808219862
639,18,HP,Notebook,Intel,None,NVIDIA,4,Windows,No,Heavy,36054,141.21199808219862
640,19,DELL,Notebook,Intel,None,Intel,8,Windows,No,Heavy,41800,150.76159996694517
641,20,HP,Ultraportable,Intel,None,Intel,8,Windows,No,Medium,41700,141.21199808219862
642,21,ASUS,Gaming,Intel,512 GB,NVIDIA,16,Windows,Yes,Light,163980,168.96682624578992
643,22,DELL,Ultraportable,Intel,512 GB,Intel,16,Windows,No,Medium,70990,141.21199808219862
644,23,LENOVO,Notebook,AMD,512 GB,AMD,8,Windows,No,Medium,35499,141.21199808219862
645,24,DELL,Notebook,Intel,512 GB,NVIDIA,16,Windows,No,Medium,69990,141.21199808219862
646,1,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,68990,165.6321180513006
647,2,LENOVO,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,73990,141.21199808219862
648,3,DELL,Ultraportable,Intel,512 GB,NVIDIA,16,Windows,No,Medium,76990,141.21199808219862
649,4,LENOVO,Ultraportable,AMD,512 GB,AMD,16,Windows,No,Light,66999,141.21199808219862
650,5,ASUS,Ultraportable,Intel,1 TB,Intel,16,Windows,No,Light,168490,157.3505121487356
652,7,ASUS,Gaming,AMD,1 TB,NVIDIA,16,Windows,No,Medium,107990,209.8006828649808
653,8,LENOVO,Ultraportable,AMD,None,AMD,4,Windows,No,Medium,30590,141.21199808219862
655,10,ACER,Ultraportable,Intel,None,Intel,8,Windows,No,Medium,47130,141.21199808219862
656,11,ASUS,Gaming,Intel,256 GB,NVIDIA,8,Windows,No,Heavy,87390,141.21199808219862
657,12,DELL,Notebook,Intel,512 GB,NVIDIA,8,Windows,Yes,Light,79633,157.3505121487356
658,13,ASUS,Gaming,Intel,256 GB,NVIDIA,8,Windows,No,Heavy,146490,141.21199808219862
659,14,DELL,Ultraportable,Intel,256 GB,Intel,4,Windows,No,Medium,35500,141.21199808219862
660,15,DELL,Notebook,Intel,512 GB,NVIDIA,8,Windows,Yes,Light,78990,157.3505121487356
661,16,HP,Gaming,AMD,512 GB,NVIDIA,8,Windows,No,Heavy,85990,141.21199808219862
662,17,ASUS,Notebook,Intel,1 TB,NVIDIA,32,Windows,Yes,Heavy,269990,282.42399616439724
663,18,DELL,Ultraportable,AMD,256 GB,AMD,8,Windows,No,Medium,38990,157.3505121487356
664,19,LENOVO,Gaming,Intel,512 GB,NVIDIA,8,Windows,No,Heavy,62990,141.21199808219862
665,20,ACER,Ultraportable,Intel,256 GB,Intel,16,Windows,No,Medium,62483,157.3505121487356
666,21,DELL,Ultraportable,Intel,512 GB,Intel,8,Windows,No,Light,82990,157.3505121487356
667,22,DELL,Ultraportable,Intel,256 GB,Intel,8,Windows,No,Medium,45562,141.21199808219862
